2013/07/26 06:59:59 [error] 4434#0: *9898 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 86.171.35.223, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-S5830&ver=2.3.5&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 08:20:56 [error] 4434#0: *9907 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 2.102.111.128, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-N7100&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 09:16:18 [error] 4434#0: *10054 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 109.144.222.247, server: tides.flyingsparx.net, request: "GET /fetch?dev=samsung-GT-I9300&ver=4.0.4 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 09:57:25 [error] 4434#0: *10276 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 203.214.106.190, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=HTC-HTC-Desire&ver=2.2.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 10:37:06 [error] 4434#0: *10381 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 94.197.127.113, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9305&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 10:46:57 [error] 4434#0: *10415 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 77.44.24.126, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9505&ver=4.2.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 11:42:26 [error] 4434#0: *10612 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 124.148.128.17, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9500&ver=4.2.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 14:12:53 [error] 4434#0: *10719 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 64.134.184.114, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=HTC-PC36100&ver=2.3.7&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 15:18:07 [error] 4434#0: *10798 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 2.102.111.128, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-N7100&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 15:53:35 [error] 4434#0: *10804 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 202.160.16.63, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-N7000&ver=2.3.6&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:02:05 [error] 4434#0: *10806 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 202.160.16.63, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-N7000&ver=2.3.6&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:04:21 [error] 4434#0: *10812 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.205.234.120, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9305&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:11:14 [error] 4434#0: *10816 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.205.234.120, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9305&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:12:07 [error] 4434#0: *10818 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.205.234.120, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9305&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:12:29 [error] 4434#0: *10820 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.205.234.120, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9305&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:13:26 [error] 4434#0: *10822 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.205.234.120, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9305&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:22:34 [error] 4434#0: *10828 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 94.197.127.229, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9300&ver=4.0.4&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:25:30 [error] 4434#0: *10830 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.205.234.120, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9305&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:25:59 [error] 4434#0: *10832 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.205.234.120, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9305&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:26:03 [error] 4434#0: *10834 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 94.197.127.229, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9300&ver=4.0.4&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:26:54 [error] 4434#0: *10836 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 31.86.217.162, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-I9300&ver=4.0.4&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:43:03 [error] 4434#0: *10863 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 81.108.182.102, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-P3110&ver=4.1.1&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:45:55 [error] 4434#0: *10865 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 86.31.83.27, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-S5830&ver=2.3.3&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 16:47:45 [error] 4434#0: *10867 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 81.108.182.102, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-P3110&ver=4.1.1&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:20:36 [error] 4434#0: *10886 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 2.102.111.128, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-N7100&ver=4.1.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:28:23 [error] 4434#0: *10891 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.107.3.119, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=HTC-HTC-Wildfire-S-A510e&ver=2.3.5&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:29:37 [error] 4434#0: *10893 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.107.3.119, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=HTC-HTC-Wildfire-S-A510e&ver=2.3.5&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
